,title
961,SEBI doubles minimum investment in PMS funds to Rs 50 lakh - Moneycontrol
962,Chrome for Android now has reverse image search powered by Google Lens – here's how to enable it - TechRadar
963,"Sebi hikes PMS investment size to Rs 50 lakh, tightens default disclosure norms - Economic Times"
964,"BSNL VRS scheme: Employees to get lumpsum retirement package, highest payout at Rs 90 lakh - India Today"
965,Ranil Wickremesinghe Steps Down as Sri Lanka's PM after Election Debacle - News18
966,"Parliament LIVE: Amit Shah Bats for Nationwide NRC, Says No Person of Any Religion Should be Anxious - News18"
967,No proposal to link social media accounts of individuals to Aadhaar: Law Minister Ravi Shankar Pras... - Hindustan Times
968,Arvind Kejriwal Slams Ram Vilas Paswan for 'Lying' over Water Samples Collected by BIS Team in Delhi - News18
969,"On Vodafone Idea, Airtel & Jio footsteps, BSNL to raise tariff from December - ETTelecom.com"
970,"IFFI: Rajinikanth thanks Amitabh Bachchan for presenting him with Special Icon award, calls him ‘in... - Hindustan Times"
971,"‘Should’ve shocked nation’s conscience’: Rahul Gandhi on 10,000 Jharkhand tribals booked for sedition - The Indian Express"
972,"Photos Show Evidence of Life on Mars, Claims Scientist - NDTV"
973,"Photos Show Evidence of Life on Mars, Claims Scientist - NDTV"
974,"Objective of Congress, JDS is to Defeat Defectors in Karnataka Bypolls, Says Siddaramaiah - News18"
975,"RBI supersedes DHFL board, to soon refer it to NCLT for insolvency proceedings - Livemint"
976,Realme Set to Launch Offline-Centric Smartphone Series in India Early Next Year: Madhav Sheth - NDTV
977,"Titan, Saturn's Largest Moon, Has Earth-Like Terrain: NASA Study - The Weather Channel"
978,See the Light (and Dark)! New Camera Can Track Aliens and Dark Matter - Asgardia Space News
979,"Salman Khan Wishes Ajay Devgn All the Best for Tanhaji in his Own Quirky Way, See Tweet - News18"
980,"In a first, extraterrestrial sugar found in space rocks - Times of India"
981,Sri Lanka's New President Names Brother Mahinda Rajapaksa As PM - NDTV News
982,"RBI supersedes DHFL board, to initiate insolvency proceedings soon - Economic Times"
983,"NRC process to be carried out across entire country, says Amit Shah; not in Bengal, retorts Mamata - Times of India"
984,Dealing with arthritis pain? 4 medicine-free ways to keep moving - Times of India
985,"‘Make separate law for Sabarimala temple administration,’ SC tells Kerala govt - The News Minute"
986,"Will Revive BSNL to Make It Profitable, Merger with MTNL Within Two Years: Ravi Shankar Prasad - News18"
987,India will allow Singapore to use Integrated Test Range at Chandipur - Times of India
988,"Congress Visits Sharad Pawar After He Meets PM, Inch Close To Sena Tie-Up - NDTV News"
989,"Titan, Saturn's Largest Moon, Has Earth-Like Terrain: NASA Study - The Weather Channel"
990,"Trump impeachment hearings bring patriotism, loyalty issues to fore - Times of India"
991,Sources: Tottenham Mourinho target Luis Campos for sporting director role - ESPN India
992,"Three Rafale Fighter Jets Handed over to IAF, Being Used to Train Pilots & Technicians in France: Gov... - News18"
993,"SC Asks Kerala Govt to Stay Clear of Women's Entry Issue for Now, Come up with Law to Administer Sabarima... - News18"
994,"India vs Bangladesh, Day-Night Test: Virat Kohli takes charge, faces Mohammed Shami during twilight - Times of India"
995,SS Rajamouli ropes in Olivia Morris Ray Stevenson and Alison Doody for RRR - India Today
996,"India, Japan to hold first ministerial 2+2 dialogue on peace in Indo-Pacific region - Hindustan Times"
997,This Is What the PlayStation 5 Controller Might Look Like - ExtremeTech
998,"Maharashtra Govt Formation LIVE: Talks Positive, We're Confident of Providing Stable Govt, Says Cong's Chavan - News18"
999,Trade Setup for Thursday: Top 15 things to know before Opening Bell - Moneycontrol.com
1000,"""Stable Maharashtra Government Soon"": Congress, NCP Say Talks To Continue - NDTV News"
1001,IFFI 2019 Opening Ceremony: Rajinikanth Receives Icon of Golden Jubilee Award - News18
1002,This Ayurvedic home remedy is excellent to treat dry cough - Times of India
1003,"Photos show evidence of life on Mars, claims scientist - Times of India"
1004,Coming soon: A direct plan in all PMS schemes just like MFs - Moneycontrol.com
1005,Chewing sugar-free gum may prevent dental cavity - Millennium Post
1006,"""Stable Maharashtra Government Soon"": Congress, NCP Say Talks To Continue - NDTV News"
1007,"""Biggest Ally Of BJP"": Mamata Banerjee's Fresh Attack On Asaduddin Owaisi - NDTV News"
1008,"RBI Supersedes Board of Debt-ridden DHFL after Several Defaults, Places Firm under Administrator - News18"
1009,"Union Cabinet Approves Strategic Disinvestment in BPCL and 4 Other PSUs, Announces FM Nirmala Sitharaman - News18"
1010,US okays big guns for Indian Navy worth $1 billion - Times of India
1011,US Approves Billion Dollar Naval Weapons Deal With India - NDTV News
1012,"Cabinet approves sale of 5 PSUs including BPCL, Shipping Corp, CONCOR - Moneycontrol.com"
1013,Govt gives telcos two-year relief from paying spectrum dues - Economic Times
1014,‘Sugar’ could have spurred life on Earth - Free Press Journal
1015,Rajya Sabha: Amit Shah Announces Govt's Intention to Conduct a Pan-India NRC - The Wire
1016,Why women lack sexual desire in their 60s? - Free Press Journal
1017,"Yoga improves sleep, curbs pain - Free Press Journal"
1018,"Black Friday PS4 deals may not be great right now, but they will improve - TechRadar"
1019,"Maharashtra CM post likely to be on rotational basis with Shiv Sena going 1st, NCP next: Sources - Times of India"
1020,TSRTC unions to call off strike if state govt takes back employees - Livemint
1021,"Scientists detected the brightest light in the universe for the first time, following a mysterious explosion i - Business Insider India"
1022,India vs Bangladesh: Early sunset here will make it unique - Daniel Vettori - Hindustan Times
1023,Hubblecast 125 Light: Hubble Studies High-Energy Gamma Ray Burst - HubbleESA
1024,Scientists spot universe's most energetic light - Deccan Herald
1025,"RBI supersedes DHFL board, to initiate insolvency proceedings soon - Economic Times"
1026,Relief to telecom sector: Cabinet gives nod to a two-year moratorium on spectrum payments - Economic Times
1027,"Cabinet nod to reduce government stake in BPCL, Concor, SCI - The Hindu"
1028,Govt to sell BPCL in mega push for privatization - Livemint
1029,Run for life - Deccan Chronicle
1030,Mahinda Rajapaksa to be Sri Lanka Prime Minister - The Hindu
1031,Govt allows telcos to defer spectrum dues - Livemint
1032,"Protest widens gulf in JNU: Students, administration dig in heels - Hindustan Times"
1033,Realme X2 Pro Master Edition hands-on: glass like brick and concrete - GSMArena.com
1034,"Bigg Boss 13 day 51 written update episode 51 November 20: Sidharth Shukla and Asim fight, Paras Chhabra... - Hindustan Times"
1035,"""Don't Know Him Well"": Trump On Explosive Testimony By Envoy He Once Praised - NDTV News"
1036,Subhash Chandra to sell 16.5% stake in Zee - Livemint
1037,"Upgrade WhatsApp to latest version, threat via MP4 file: Central agency - Hindustan Times"
1038,‘Private visit’: Govt on European delegation’s Kashmir tour - Hindustan Times
1039,Wall Street drops on US-China trade deal delay concerns - Livemint
1040,How the brain reorganizes after one half of it is removed? - The Hans India
1041,Top diplomat implicates Donald Trump in explosive impeachment testimony - Livemint
1042,PM Modi Has Open Minded Approach Towards Foreign Policy: Lanka PM's Son - NDTV News
1043,"Maharashtra Government Formation Highlights: Will Provide Maharashtra A Stable Government, Says Congress - NDTV News"
1044,Supreme Court issues notice to Enforcement Directorate P Chidambaram’s bail plea in INX Media case - Hindustan Times
1045,Galaxy S10 Lite confirmed via Samsung’s FCC filing - XDA Developers
1046,Ukraine scandal: U.S. ambassador to European Union Gordon Sondland says he followed Donald Trump’s orders - The Hindu
1047,Traditional soup broths may have anti-malaria effects - Reuters India
1048,SpaceX's Starlink satellites mess with stargazers' observations - KoamNewsNow.com
1049,"Telcos get Rs 42,000 crore lifeline as govt defers spectrum payout by 2 years - Times of India"
1050,You might be able to schedule tweets from Twitter’s web app starting today - The Verge
1051,Cong-NCP pact with Sena for Maharashtra govt likely today - Times of India
1052,"TRS MLA loses Indian citizenship, MHA says he defrauded govt - Times of India"
1053,How Mourinho replaced Pochettino: Inside Tottenham's turbulent day - ESPN India
1054,Valley visit of MEPs was a private tour: MHA to House - Times of India
1055,"Protest widens gulf in JNU: Students, administration dig in heels - Hindustan Times"
1056,Pawar-PM meet fuels fresh speculation on Maharashtra drama - Times of India
1057,Busted: Myths about migraines - The New Indian Express
1058,Weight loss: 4 low-impact exercises that help you burn major calories - Times of India
1059,Samsung Galaxy S11 may have 120 Hz display - GSMArena.com news - GSMArena.com
1060,Rs 117-Crore Assets Of Man Who Conned Mysore Maharaja's British Taxidermist - NDTV News
1061,CNBC-TV18's top stocks to watch out for November 21 - CNBCTV18
1062,Push to privatisation: Strategic sale in 5 PSUs - Times of India
1063,Lakes and Labyrinths: NASA Reveals First Geological Map of Saturn’s Planet-sized Moon 'Titan' - News18
1064,"Assam BJP Rejects State NRC, Says 'It Should be a Part of Pan-India Exercise' - News18"
1065,117-Crores Assets Of Man Who Conned Mysore Maharaja's Taxidermist Seized - NDTV News
1066,Anita Anand first Hindu to be appointed cabinet minister in Canada - Hindustan Times
1067,Priyanka Chopra congratulates Jonas Brothers for Grammy nominations - Free Press Journal
1068,"Aishwarya Rai posts a heartfelt note on dad’s birth anniversary, celebrates it with daughter Aaradhya... - Hindustan Times"
1069,India vs Bangladesh: India’s predicted XI for day/night Test match - Conditions could play a role - Hindustan Times
1070,"Voda Idea, Airtel have room to hike tariffs if Jio raises rates: Analysts - Economic Times"
1071,THIS candid picture of Aishwarya Rai Bachchan and daughter Aaradhya is the best thing on the Internet today! - Times of India
1072,Gamma-ray bursts are highest energetic explosions ever seen - ANI News
1073,Will Shiv Sena agree to 'split' term for CM's post with NCP? - Times of India
1074,"Notes In Hand, Donald Trump States His Case About Impeachment - NDTV News"
1075,"World Cup Final: Manu Bhaker bags gold, breaks junior world record in 10m Air Pistol - India Today"
1076,"Grammys 2020: The Jonas Brothers Score Nomination, Priyanka Chopra Loudest Cheerleader - NDTV News"
1077,"Telangana RTC strike: Opposition parties meet Governor, ask her to intervene - The News Minute"
1078,"Realme 5s vs Redmi Note 8: At Rs 9,999 which one should you buy? - India Today"
1079,"Mum knows best: Home-made soup not just good for your soul, may help fight malaria - Hindustan Times"
1080,Understanding brain activity can predict Alzheimer's progression : Study - TheHealthSite
1081,Spinners help India women complete T20I series sweep over West Indies - Hindustan Times
1082,"Congress hits out at BPCL disinvestment decision, says govt 'selling the country' - Moneycontrol.com"
1083,Why investors are less enthused about deferment of telecom spectrum dues - Livemint
1084,Malegaon Blast Accused Pragya Thakur Nominated to 21-MP House Panel on Defence - News18
1085,Day-Night Test is win-win only when standard of cricket isn't compromised: Sachin Tendulkar - Times of India
1086,"Virat Kohli Says Day-Night Test In Kolkata, India’s First, A “Landmark Occasion” - NDTV Sports"
1087,Rs 118 cr worth assets of man who conned Mysuru Maharaja’s employee attached - The News Minute
1088,Possible link discovered between rheumatoid arthritis and heart disease - Deccan Chronicle
1089,"Market Live: Nifty holds 11,950, Sensex trades lower; Bharti Airtel top loser - Moneycontrol.com"
1090,"Samsung Galaxy S9, Galaxy Note 9 to Receive One UI 2.0 Beta 5 Update - News18"
1091,Answer every question raised on restrictions imposed in Kashmir: SC to J&K - Times of India
1092,"Virat Kohli Says Day-Night Test In Kolkata, India’s First, A “Landmark Occasion” - NDTV Sports"
1093,Why is JNU vital to public education and discourse in India? A student and a professor argue for the... - Firstpost
1094,Brahmastra: Nagarjuna to play archaeologist in Ranbir Kapoor and Alia Bhatt starrer - Free Press Journal
1095,There may be a reason why stock markets are ignoring the economy - Livemint
1096,Abrogation of Article 370 creates equality for all Indians: US lawmaker - Hindustan Times
1097,Analysing brain pattern can detect Alzheimer’s early - Deccan Chronicle
1098,Row Over Malegaon Blast Accused Pragya Thakur's Name In Defence Panel - NDTV News
1099,BJP MP Pragya Thakur nominated to parliamentary consultative committee on defence - The Hindu
1100,Electoral bonds have made corruption official: Congress in Lok Sabha - Times of India
1101,"Mi Smart Band 3i launched in India: Step tracking, phone notifications, Find My Phone and more new features - India Today"
1102,Sugar-free gum can reduce dental cavities - The Asian Age
1103,"Bigg Boss 13 Day 51 Written Updates: After Ugly Brawl, Sidharth, Asim Vow Not to Cross Each Other’s Pat... - News18"
1104,How to install MIUI 11 on your Xiaomi phone manually - TechRadar
1105,"IOC, other PSUs not to bid for BPCL, hints Dharmendra Pradhan - Moneycontrol.com"
1106,"Mi Band 3i With 20-Day Battery Life, Monochrome Display Launched in India: Price, Specifications, More - NDTV"
